3923.573344	4140.737635	4470.989572
4150.00378	4031.46704	4280.838915
5500.310382	3880.738731	4131.61831
4096.099275	4087.937517	4129.751664
4170.730358	3509.604211	4100.289786
3844.514008	3857.351319	4073.736519
3764.640916	3865.785693	4057.286081
4162.852181	3943.49755	4055.247211
3641.175631	3777.950768	3995.446872
4093.849585	3744.492261	3959.079757
3574.543333	3697.121677	3957.441819
3617.935746	3605.743117	3936.79832
3669.878992	3768.837705	3889.308769
3334.549075	3570.284615	3846.864323
3390.910292	3665.207477	3843.119884
3942.887352	3915.34289	3799.867898
3930.296003	3904.026668	3791.753562
3946.962075	3695.164849	3717.473389
3232.07334	3295.720635	3549.974741
3281.296082	3304.825187	3513.220852
3827.729834	3666.357154	3464.41689
3077.026199	3117.330459	3393.955818
2996.362046	3082.157104	3244.409561
3047.946756	2842.257229	3242.751065
3018.008675	3143.749107	3187.556848
2616.010343	2782.367967	3130.233543
2788.770919	2913.967232	3123.614591
2865.805109	2949.688085	3094.725747
2847.285569	2892.775561	3007.242877
2878.33837	2950.913903	2988.952703
2513.884661	2415.038162	2898.549346
2124.662666	2185.728031	2639.824326
2605.945969	2353.511589	2488.899697
2341.27532	2375.096327	2480.125929
2159.433152	2338.692157	2457.377414
3547.713012	3479.281246	2412.727082
2065.169099	2170.648054	2342.244003
1832.495194	1913.237414	2289.877719
2501.577386	1987.118804	2279.253204
2073.497938	2143.925893	2221.806445
2019.443661	2065.682356	2192.31892
1965.422037	2056.489933	2132.115068
1783.061087	1950.234377	2046.109986
2729.762778	2175.656276	1968.425523
1606.038285	1717.473878	1942.097401
1761.610158	1872.234623	1927.589706
1613.483465	1771.984789	1921.284473
1545.761363	1643.434838	1842.255349
1545.761363	1643.434838	1842.255349
1968.999911	1782.698199	1734.022521
1712.121146	1762.809913	1654.010322
1602.641823	1495.683294	1608.798658
1355.055471	1462.503743	1594.834926
1522.306195	1558.886953	1594.29287
1655.382227	1493.57288	1573.607916
1655.382227	1493.57288	1573.607916
1654.166363	1492.328142	1572.338434
1428.637628	1442.28584	1547.853414
1715.105518	1493.506061	1537.504031
2137.576852	2117.74443	1533.852038
1210.158849	1358.779186	1516.51327
1313.889646	1262.989682	1513.276316
1353.92449	1391.751883	1451.865747
1573.29621	1387.668478	1432.454235
1163.18977	1269.907238	1384.423187
1265.294413	1272.33545	1333.395663
1186.327514	1231.142595	1329.304228
1357.360982	1291.448292	1325.647121
1271.057042	1287.406402	1312.333925
1138.992976	1196.103204	1256.660675
1121.082835	1120.666513	1219.824048
1154.355219	1054.268754	1154.444246
1158.256371	1101.901627	1136.764591
1047.696117	1045.305747	1124.523563
1693.907815	1320.924127	1106.803906
1003.340755	981.6192563	1071.438079
918.4617485	903.4606825	970.6319121
872.2031652	878.4033712	936.330768
747.1604624	730.9833283	849.0110426
783.9630778	788.5324424	827.3936794
749.9179512	778.6004251	827.0064008
727.302519	701.3886423	823.4937155
918.8119145	795.9607475	801.0508713
800.0023112	754.331438	785.5817826
645.4650067	712.87795	767.5634778
814.5463952	734.8025912	765.6839246
711.7739773	711.1957913	748.2920943
591.8061497	648.8989366	723.6094119
704.9740416	707.5289845	709.077158
706.0594659	710.4360094	694.3195828
781.3310573	698.2108863	662.5001146
575.3144542	583.8308982	642.0371483
563.4753638	586.0522537	610.1517301
675.1211397	581.7027729	606.4684535
590.0764738	549.5827599	550.0684588
582.9362031	480.7930211	499.5291033
478.784799	472.2726933	478.3441749
497.6297557	471.6359456	462.7795441
402.0883118	401.7422654	449.7223819
528.3130512	380.9073058	426.2219619
348.3814271	382.0702811	418.411287
362.7521977	364.1605078	378.0592523
362.6581977	300.3077488	338.4844303
304.3742207	281.1813376	292.0052103
