101446.7863	100738.6842	104103.0367
75484.28658	74017.18471	80892.82133
82016.02131	79866.03187	80189.69686
74498.13764	70890.03557	75504.56626
51213.66133	60529.92676	70056.87339
61807.67037	64100.42995	69330.69015
65177.22879	59044.24729	63249.42243
56443.81724	57588.53807	59531.66196
55153.21527	56058.64352	58070.06614
54940.85814	55243.13288	57714.29663
53012.99658	53578.75657	56307.5083
56561.41238	49896.6811	53799.93809
50812.19086	51844.76126	53442.00828
46207.89103	47115.63807	48888.02517
44746.33405	45637.88675	48223.15549
44206.78428	44731.01086	47290.91165
42431.88828	43737.04197	46193.61452
42424.22081	43433.03222	45703.32787
43525.37019	42348.94546	45032.11991
41323.9215	42232.57421	44469.90906
40361.15419	41260.97755	43323.80734
38649.3785	40331.9591	42940.57829
40337.9538	41041.87232	42526.45314
39134.28941	39674.62175	41214.28084
39122.04971	38517.80039	40698.84934
35690.96308	37180.84981	40270.25135
44305.55463	40412.03362	39720.44343
36038.2676	37231.81567	39146.54884
36613.37522	36870.21913	38476.65864
34567.74568	38972.34064	38428.09732
36395.21953	36863.88658	38151.36194
34362.64506	35039.41548	36870.17553
35291.13642	35562.56753	35675.79417
32206.69761	32263.53852	33723.2706
30180.32151	30668.98143	31952.97592
30483.8201	30260.30591	30762.01244
27105.07623	27608.24743	29742.83886
29109.06874	27368.28668	29040.36371
16984.09224	22717.77257	28888.00232
30967.89051	26939.41802	28290.5852
25789.51955	26616.7578	28156.81584
23715.53414	24758.69562	26903.82452
25796.38025	25251.63968	25655.10202
23212.2247	23666.97357	25233.57098
22688.87824	22560.58127	23655.0356
20873.16111	21650.21276	23597.29173
22452.39948	22248.7986	23422.19437
19252.63495	19871.71897	21136.29721
20732.86172	19982.08563	20849.29137
17715.61685	18483.71648	20368.13856
17155.87418	17736.8027	19704.65504
18070.77678	17881.5267	18613.42387
17247.17086	17492.80719	17924.06546
16132.86031	16529.54097	17604.95098
14289.12057	14912.68654	16680.6781
16129.04928	15891.62655	16356.98011
15524.84247	15298.35089	16245.59837
17941.23794	16334.21714	16126.37095
16406.71162	15102.38231	15668.36663
14745.31375	15077.84844	15629.30594
13639.69412	14070.42265	15594.28602
13736.63569	13960.89421	15346.4497
13627.69475	14366.85289	15196.39734
13602.42124	14506.60354	14803.01093
13698.29344	12654.355	14398.35877
12483.86594	12820.0882	14224.84646
12453.17713	12764.28773	14159.23242
12556.35575	12430.6296	13863.17788
11773.26466	12371.00216	13382.71985
13769.44758	14136.84137	13338.09655
12606.30741	12167.62329	13169.0818
11551.02841	11145.18392	11946.58496
11393.02842	11767.50425	11677.26904
11901.97526	11744.81555	11394.4753
9821.690574	10319.09716	11151.06921
8977.498544	9567.097782	10817.83379
9346.61636	8759.036118	10743.09659
10182.19251	10208.99705	10721.60885
10984.80288	10862.72643	10546.15256
9260.447303	9681.618567	10490.50397
9333.270231	9892.479497	10451.02988
9546.304672	9793.049015	10368.48391
9655.137377	9515.194318	9951.544153
8750.222996	8639.365743	9821.407686
9155.653328	9188.412753	9715.194786
11213.47523	9218.987324	9697.630234
9835.190116	9339.012783	9448.224139
8742.394146	8438.662618	9274.781581
8602.549078	8283.527189	9111.807358
10510.77189	7714.841844	9030.383889
8203.423306	8156.760591	8982.239
9298.242878	8450.49401	8910.333177
8069.213024	8117.267465	8826.994096
8529.51366	8571.126248	8808.589448
7968.39681	7870.510072	8610.652409
7950.605332	7615.706386	8487.002958
7602.278668	7961.84588	8433.092699
7887.48546	7620.864509	8350.108418
8052.888385	7821.298918	8343.827999
6993.783483	7469.455638	8227.960406
7485.565283	7125.250957	7947.079776
6514.272695	7028.940132	7782.83979
6521.146128	6954.144126	7595.611141
7448.715685	7078.72954	7413.795207
7336.451394	7225.729859	7372.265034
6579.686088	6648.644294	7201.594243
6901.996541	7029.743842	7145.076837
6510.60489	6579.021588	7126.385077
6534.908555	6793.538125	7052.258839
7392.234584	7824.921777	6719.337166
5846.394608	5979.293546	6595.004125
6432.68417	6389.354326	6586.625863
6053.112415	6031.366091	6571.928645
6085.209979	5813.694519	6408.920012
6150.155955	6099.315303	6273.488892
6429.128604	6185.063514	6239.713933
5742.9878	5279.730472	6151.077955
5567.332373	5541.793618	6043.385053
4465.490366	4166.630529	5978.042926
5237.255334	5426.198279	5900.038108
5447.118631	5360.985931	5823.766137
5949.106307	5025.405064	5727.511718
4862.299729	5219.109408	5593.853783
4889.461454	5197.50914	5589.388833
4840.319679	5128.02282	5414.614823
8617.76176	5645.334104	5317.389539
4803.283299	4549.421642	5230.771726
4802.230704	4772.199237	5173.860153
4584.242548	4808.636043	5148.208517
4925.415859	4883.86027	5114.041081
4914.727611	4584.617431	5017.968065
4905.536645	4923.358922	4971.201636
4519.176995	4473.559036	4846.560308
4346.270662	4309.244096	4662.155413
4160.265415	4531.243527	4655.144448
3952.830781	4131.872341	4537.579056
